Player,Predicted PPG
Precious Achiuwa,7.23612121665454
Bam Adebayo,19.220365433876136
Ochai Agbaji,6.841925297016431
Santi Aldama,10.657608955574174
Nickeil Alexander-Walker,7.770496916497245
Grayson Allen,12.095007981609694
Jarrett Allen,15.917868039563329
Timmy Allen,0.5915869492499635
Jose Alvarado,6.887479340253188
Kyle Anderson,5.569779242502358
Giannis Antetokounmpo,26.90720096697526
Thanasis Antetokounmpo,1.2798687367965442
Cole Anthony,11.408758505462362
OG Anunoby,13.382622150737266
Ryan Arcidiacono,1.3971054552770967
Deni Avdija,14.764770063920867
Deandre Ayton,16.597654345883
Udoka Azubuike,1.946354987007759
Ibou Badji,1.1097817234089535
Marvin Bagley III,10.678653708765658
Amari Bailey,3.371084855989856
Patrick Baldwin Jr.,5.3767639935455325
LaMelo Ball,19.648595752278904
Mo Bamba,4.914173707411127
Paolo Banchero,22.91290980432781
Desmond Bane,20.21396762185941
Dalano Banton,10.341208982057012
Dominick Barlow,4.333288360873796
Harrison Barnes,12.139512095935174
Scottie Barnes,18.507246803157848
RJ Barrett,19.067955361441697
Charles Bassey,2.8088997310750368
Emoni Bates,3.839081475698868
Keita Bates-Diop,4.326951593615752
Nicolas Batum,3.427185462057203
Darius Bazley,5.033907334594043
Bradley Beal,15.341522485381605
Malik Beasley,11.164696347026592
MarJon Beauchamp,4.824248958834332
Jules Bernard,3.8665236535964973
Dāvis Bertāns,5.653387882243179
Patrick Beverley,4.726425130514522
Saddiq Bey,12.507345858038729
Goga Bitadze,5.43218526808354
Onuralp Bitim,3.460478476289053
Bismack Biyombo,2.8394884519398715
Anthony Black,5.904890684974945
Leaky Black,2.974628187009028
Buddy Boeheim,3.3173567988106436
Bogdan Bogdanović,15.16089198876537
Bojan Bogdanović,13.26541181058055
Bol Bol,5.448276676710398
Marques Bolden,2.9622577476987133
Devin Booker,24.043686187555842
Brandon Boston Jr.,5.808359853688053
Chris Boucher,5.444347019574294
James Bouknight,4.1751198070339175
Jamaree Bouyea,2.4508399261155644
Malaki Branham,10.163676318426123
Christian Braun,7.601145592563654
Mikal Bridges,19.48846427247294
Miles Bridges,20.795405060891717
Oshae Brissett,3.8379154857971316
Izaiah Brockington,5.023544206350527
Malcolm Brogdon,12.267820123833708
Armoni Brooks,3.985191245925355
Dillon Brooks,11.920314242703888
Bruce Brown,10.174403602245107
Charlie Brown Jr.,1.6731360118804854
Greg Brown III,2.496751212712926
Jaylen Brown,21.784239440405614
Kendall Brown,2.1764438342759123
Kobe Brown,2.687893236366529
Moses Brown,3.0039176321021688
Troy Brown Jr.,5.392941889974824
Jalen Brunson,26.672108223949344
Thomas Bryant,5.660094200877895
Kobe Bufkin,5.192594830189789
Reggie Bullock,2.2142380693179087
Alec Burks,9.698255595314212
Jared Butler,5.782359211256356
Jimmy Butler,18.24118169869474
Jamal Cain,3.965011235461874
Kentavious Caldwell-Pope,9.934477911179972
Toumani Camara,7.547379483316754
Clint Capela,10.38677013133571
Jevon Carter,5.558501035122216
Wendell Carter Jr.,9.922014473619198
D.J. Carton,2.3709936640842986
Alex Caruso,9.28886484779431
Colin Castleton,2.0101511064109476
Malcolm Cazalon,1.648281686324892
Julian Champagnie,8.639354580880696
Justin Champagnie,5.405776251468644
Max Christie,5.8670742307131025
Sidy Cissoko,3.715735539891499
Brandon Clarke,8.891058538272915
Jordan Clarkson,14.397251967472776
Nic Claxton,11.614982646868555
Noah Clowney,5.526940615931526
Amir Coffey,6.516059330827444
John Collins,14.558712098224623
Zach Collins,9.98038163165491
Mike Conley,9.017249266025948
Pat Connaughton,4.357910031093829
Bilal Coulibaly,8.553030572784944
Ricky Council IV,6.07568122826977
Robert Covington,3.1651428843523854
Torrey Craig,3.91047906646127
Jae Crowder,5.0426227084078885
Jalen Crutcher,1.7130380482882073
Cade Cunningham,21.29545672085745
Seth Curry,4.413691309270257
Stephen Curry,23.652640024992373
Dyson Daniels,6.395101573449752
Anthony Davis,24.293991814590804
Johnny Davis,4.339627744237853
JD Davison,2.327797025002127
Dexter Dennis,5.509649752166395
DeMar DeRozan,22.574301224560955
Moussa Diabaté,2.7855888423528654
Mamadi Diakite,1.989936109607715
Hamidou Diallo,1.8320205069820177
Gradey Dick,8.938042427884678
Ousmane Dieng,4.602057700917241
Spencer Dinwiddie,8.93026606018806
Donte DiVincenzo,14.971489593880477
Luka Dončić,30.96900473745267
Luguentz Dort,11.082181450681514
Ayo Dosunmu,11.186649374494486
Jeff Dowtin,3.468211981384364
Henri Drell,2.6063199313563823
Andre Drummond,7.931207254980853
Chris Duarte,4.635239858555265
David Duke Jr.,5.475504866416376
Kris Dunn,4.7387709968010245
Kevin Durant,25.59697466257183
Jalen Duren,13.107200863539832
Tari Eason,9.1105398230597
Anthony Edwards,26.402404203795314
Kessler Edwards,3.4615740264204975
Keon Ellis,5.4268639252938815
Joel Embiid,31.852093740852574
Drew Eubanks,5.464137724771902
Tosan Evbuomwan,4.363598492552129
Dante Exum,6.357474527819176
Bruno Fernando,5.603688843389413
Dorian Finney-Smith,7.3233615650710036
Adam Flagler,1.9555980801829098
Malachi Flynn,6.269455623972822
Simone Fontecchio,9.76005171342132
Jordan Ford,2.257350842243812
Trent Forrest,2.320304867467197
Evan Fournier,6.009216783029261
De'Aaron Fox,25.378517597179396
Javon Freeman-Liberty,6.255133007947586
Alex Fudge,3.4739205072449533
Markelle Fultz,7.312907715272574
Andrew Funk,1.9972768528199047
Wenyen Gabriel,2.2980334616860074
Daniel Gafford,10.665808621114495
Danilo Gallinari,4.645107773036019
Darius Garland,16.324930723611057
Usman Garuba,2.23109090994423
Luka Garza,3.930401922032656
Kaiser Gates,1.9161802240015255
Keyonte George,13.33193239240257
Paul George,21.41224889517811
Taj Gibson,-0.22340967424059066
Josh Giddey,13.481057832998951
Harry Giles,2.947213724381606
Shai Gilgeous-Alexander,29.6563583932965
Anthony Gill,3.762125883940154
Collin Gillespie,3.7328426413228115
Jacob Gilyard,3.4053445518298515
Rudy Gobert,12.243554577518278
Jordan Goodwin,6.4491972165462785
Aaron Gordon,12.096445415898046
Eric Gordon,9.541897391632649
Devonte' Graham,4.079538438962873
Jerami Grant,19.272967350543954
RaiQuan Gray,6.546249517386089
A.J. Green,4.991406029467369
Danny Green,-0.12011319764108119
Draymond Green,6.031738920664386
Jalen Green,21.070865232129577
Javonte Green,9.135145316487291
Jeff Green,5.483483624360055
Josh Green,7.493114218977016
AJ Griffin,3.75482444694734
Quentin Grimes,7.092784334307762
Mouhamadou Gueye,2.6970549513398856
Mouhamed Gueye,3.266676525040951
Rui Hachimura,13.313814109620548
Ashton Hagans,2.692167499507243
Tyrese Haliburton,17.353208471647186
R.J. Hampton,1.1052107329008756
Tim Hardaway Jr.,13.322996589799772
James Harden,13.512551674193597
Jaden Hardy,8.629496329888191
Ron Harper Jr.,-0.07723413841283744
Gary Harris,5.759511919569842
Joe Harris,1.2112668889993845
Kevon Harris,1.802843430729327
Tobias Harris,16.85407143765164
Shaquille Harrison,1.340812471087769
Josh Hart,8.378364587206406
Isaiah Hartenstein,6.77083056505801
Sam Hauser,8.638234035923997
Jordan Hawkins,8.612136203880606
Jaxson Hayes,4.846144576018231
Killian Hayes,6.338186417631281
Gordon Hayward,8.329795405600038
Scoot Henderson,12.892471538908458
Taylor Hendricks,7.408367512206803
Tyler Herro,19.059700743093074
Buddy Hield,10.929736560731259
Haywood Highsmith,5.866562681039327
Nate Hinton,2.4330383792551027
D'Moi Hodge,1.925758480256949
Aaron Holiday,6.410256645239406
Jrue Holiday,10.527363480647232
Justin Holiday,3.274461975441786
Richaun Holmes,3.7581426260707715
Chet Holmgren,17.58717896993978
Jalen Hood-Schifino,3.2528060470549356
Al Horford,6.36390776257737
Talen Horton-Tucker,9.841008520454512
Danuel House Jr.,3.1085125757540952
Caleb Houstan,5.121638477984357
Jett Howard,3.0881493061530763
Kevin Huerter,9.968365457903138
Jay Huff,1.7468779277298774
De'Andre Hunter,14.444830606352024
Matthew Hurt,3.286472501965761
Bones Hyland,6.958581694797849
Joe Ingles,2.656904283235126
Brandon Ingram,19.318578680440687
Kyrie Irving,23.133105099958982
Jonathan Isaac,7.251930694274093
Jaden Ivey,14.975106041166738
Andre Jackson Jr.,2.7322922679958785
GG Jackson II,14.38643273418576
Isaiah Jackson,6.460851576960492
Jaren Jackson Jr.,22.475723746334168
Justin Jackson,1.2078661483778323
Quenton Jackson,1.8554200095652473
Reggie Jackson,8.835656664776593
Trayce Jackson-Davis,7.66395078617181
LeBron James,22.390647231193675
Jaime Jaquez Jr.,11.392463796584217
DeJon Jarreau,3.6805710118178636
DaQuan Jeffries,1.927995356240567
Trey Jemison,4.52728730526693
Ty Jerome,0.9012650968698823
Isaiah Joe,8.363971929475507
Cameron Johnson,12.231512696143723
Jalen Johnson,15.661432578351894
James Johnson,0.1861517447429728
Keldon Johnson,14.279078730842324
Keon Johnson,6.1653426339855955
Keyontae Johnson,1.9449841994502473
Nikola Jokić,23.669526350569996
Colby Jones,3.0211627668928998
Damian Jones,3.021164621151601
Derrick Jones Jr.,9.361909949218266
Herbert Jones,10.760707040461938
Mason Jones,1.6610708525746767
Tre Jones,9.14321629846161
Tyus Jones,10.660869952333545
DeAndre Jordan,1.9971827348804996
Cory Joseph,1.1807535475118884
Nikola Jović,8.061010700313485
Johnny Juzang,5.636695762993783
Luke Kennard,8.633118559262645
Walker Kessler,7.9496805730613405
Braxton Key,1.898729187461802
Corey Kispert,12.442774401585984
Maxi Kleber,2.5942590621122408
Kevin Knox,6.484627701865808
John Konchar,4.121731354725036
Furkan Korkmaz,3.1983533105224806
Luke Kornet,4.476538757174253
Vit Krejci,3.7405833379275517
Jonathan Kuminga,16.234935438479866
Kyle Kuzma,21.4729235092587
Jock Landale,4.182808734244028
Jake LaRavia,9.387487030883152
Zach LaVine,16.322023359627366
A.J. Lawson,4.4471565152323365
Saben Lee,3.3981655685921113
Alex Len,1.9451511321333177
Kawhi Leonard,22.93654108585295
Caris LeVert,12.1936258798908
Kira Lewis Jr.,3.9674896771128334
Maxwell Lewis,2.6066185883051154
E.J. Liddell,1.944141966217365
Damian Lillard,21.780248782901168
Nassir Little,4.196647227330189
Dereck Lively II,8.252372804073353
Isaiah Livers,3.6070771441686658
Chris Livingston,2.469126708800528
Kenneth Lofton Jr.,4.511774280486131
Kevon Looney,4.3357997862579944
Brook Lopez,11.385941195645977
Robin Lopez,0.5795318938253851
Kevin Love,6.691530362363666
Kyle Lowry,5.401630208056625
Seth Lundy,2.294920353252545
Trey Lyles,5.832259372409599
Théo Maledon,3.8018669938004166
Sandro Mamukelashvili,4.53150930188199
Terance Mann,8.659336786113746
Tre Mann,9.041190148587852
Boban Marjanović,2.508050235542852
Lauri Markkanen,21.386402775932233
Naji Marshall,6.844539166919925
Caleb Martin,8.759104989260699
Cody Martin,6.010302056845291
KJ Martin,4.191733431257153
Garrison Mathews,4.44210880891974
Bennedict Mathurin,13.930142993802741
Wesley Matthews,1.943657154411568
Tyrese Maxey,24.07934571316789
Skylar Mays,4.382055096761732
Miles McBride,8.051462817850389
CJ McCollum,17.62347515748937
T.J. McConnell,8.978013882439768
Jaden McDaniels,10.711415888402739
Jalen McDaniels,4.378102346641134
Doug McDermott,4.672610015448125
JaVale McGee,3.447349492901338
Bryce McGowens,6.1422114606178315
Jordan McLaughlin,3.593449459120751
De'Anthony Melton,10.161875436616633
Nathan Mensah,0.1544414752046901
Sam Merrill,6.698220545727361
Chimezie Metu,6.846265393619139
Vasilije Micić,5.816328262376368
Khris Middleton,12.628578432837857
Brandon Miller,17.580666561326673
Jordan Miller,1.8895146565736245
Leonard Miller,2.834870556175477
Dariq Whitehead,2.3413982212360986
Patty Mills,2.8930474839207103
Shake Milton,4.702383524090473
Justin Minaya,1.9381713408306118
Josh Minott,3.402032660830966
Davion Mitchell,5.258594703477004
Donovan Mitchell,24.507507963002098
Evan Mobley,14.71237829596934
Isaiah Mobley,2.652325100786735
Malik Monk,13.271248794854879
Moses Moody,8.670245077302255
Xavier Moon,1.987604177858131
Taze Moore,3.8072380897283526
Wendell Moore Jr.,2.55567022089134
Ja Morant,20.392473366144348
Marcus Morris,5.295931161598774
Markieff Morris,2.1831231287418573
Monte Morris,4.670997503429964
Trey Murphy III,13.758639019341958
Dejounte Murray,21.572965175409763
Jamal Murray,19.24813989012831
Keegan Murray,15.052861247207845
Kris Murray,6.591674300942555
Mike Muscala,2.756403361739425
Svi Mykhailiuk,4.18661033159254
Larry Nance Jr.,4.408120022346903
Pete Nance,1.866236820146724
Andrew Nembhard,8.578113715945236
Aaron Nesmith,11.259257366899778
Georges Niang,8.517049332735954
Daishen Nix,3.2230280221344234
Zeke Nnaji,3.904535584036551
Jaylen Nowell,5.124417432014301
Markquis Nowell,2.0792602744371473
Frank Ntilikina,1.0263369082285894
Jusuf Nurkić,10.139477443234835
Jordan Nwora,7.556578212075415
Royce O'Neale,6.347880364523959
Chuma Okeke,3.556840230488608
Josh Okogie,4.93163808424171
Onyeka Okongwu,7.898548690037964
Isaac Okoro,8.758480514281999
Kelly Olynyk,7.456052971722091
Eugene Omoruyi,4.935414618853797
Cedi Osman,6.418122735467987
Kelly Oubre Jr.,14.751407570767777
Chris Paul,5.691679132692775
Cameron Payne,6.741202666665153
Gary Payton II,4.203015437188621
Mãozinha Pereira,6.07921360611299
Drew Peterson,3.697066273448785
Filip Petrušev,1.6640171149156684
Julian Phillips,3.3850934779491952
Jalen Pickett,2.3297838008506027
Scotty Pippen Jr.,10.423196117999048
Mason Plumlee,4.09836357030831
Brandin Podziemski,8.836725208407053
Jakob Poeltl,8.916742072716556
Aleksej Pokusevski,5.591216468547112
Jordan Poole,16.98758941971939
Craig Porter Jr.,6.199036409570523
Jontay Porter,4.04515462788473
Michael Porter Jr.,16.941811791795736
Otto Porter Jr.,1.40510658724381
Bobby Portis,13.228883505630488
Kristaps Porziņģis,18.720454078296065
Micah Potter,3.034081835227099
Dwight Powell,1.8599762521482774
Norman Powell,12.51233134788976
Jason Preston,1.5941429594389556
Joshua Primo,2.6452785724210286
Taurean Prince,8.741840303696222
Payton Pritchard,8.185190492070582
Olivier-Maxence Prosper,4.216232004041584
Trevelin Queen,2.5574364363015203
Neemias Queta,4.581920583603758
Immanuel Quickley,15.635708689547258
Lester Quinones,4.333679141815735
Jahmi'us Ramsey,6.244363153407508
Julius Randle,20.39898038940324
Duop Reath,8.329558576220318
Austin Reaves,14.421548838131436
Cam Reddish,6.10777745649795
Paul Reed,7.47841085641612
Naz Reid,13.66522044612161
Jared Rhoden,4.146460770993638
Nick Richards,8.701384197344197
Josh Richardson,7.559723723884852
Duncan Robinson,10.918008722145187
Jerome Robinson,2.335372098174533
Mitchell Robinson,3.1275925597318213
Orlando Robinson,3.2344352416361604
Jeremiah Robinson-Earl,3.8191048680984565
David Roddy,7.498308343033816
Ryan Rollins,4.433171777671691
Derrick Rose,5.739948465770875
Terry Rozier,17.89170760641952
Rayan Rupert,4.416631589230782
D'Angelo Russell,15.948101488035858
Matt Ryan,4.577348378211703
Domantas Sabonis,16.109445343082854
Luka Šamanić,5.331339793826505
Jermaine Samuels,1.7400245757621038
Adama Sanogo,3.7521541125900186
Gui Santos,3.705620546628132
Dario Šarić,6.883561634117868
Olivier Sarr,2.107478303223136
Marcus Sasser,8.2978303396835
Admiral Schofield,1.9980801682522942
Dennis Schröder,11.97687116740034
Dereon Seabron,2.5976836656538254
Alperen Sengun,19.257585758474768
Brice Sensabaugh,7.776651967479378
Collin Sexton,17.454306310264812
Landry Shamet,6.48502873793348
Day'Ron Sharpe,5.988307643743429
Shaedon Sharpe,14.05915572449398
Ben Sheppard,4.97274021275534
Pascal Siakam,20.02766148224692
Ben Simmons,2.46459035352542
Kobi Simmons,4.3623368902933946
Anfernee Simons,19.711774825122127
Zavier Simpson,4.468173768827773
Jericho Sims,1.961571371246551
Dmytro Skapintsev,1.6660705000905036
Jalen Slawson,1.3110031261011632
Javonte Smart,1.6077750192489795
Marcus Smart,12.011782378092477
Dennis Smith Jr.,5.620653021592073
Dru Smith,3.0691158175787683
Ish Smith,1.5254189659722526
Jabari Smith Jr.,14.380472224610743
Jalen Smith,9.027959088489162
Nick Smith Jr.,6.599841193037378
Terquavion Smith,4.34256896093062
Jeremy Sochan,12.147189139182945
Pat Spencer,0.5400799249172819
Jaden Springer,4.551612786337813
Lamar Stevens,7.519952584312768
Isaiah Stewart,9.690052114559467
Julian Strawther,5.609469450129763
Max Strus,10.855361411286642
Jalen Suggs,13.23014220631513
Cole Swider,2.966973338169015
Jae'Sean Tate,3.843706663541732
Jayson Tatum,26.099500153306913
Terry Taylor,2.1925194714786036
Garrett Temple,1.757587285436704
Dalen Terry,4.043106542289724
Daniel Theis,5.07327679321012
Cam Thomas,22.290791187598153
Isaiah Thomas,1.20024267209015
Amen Thompson,9.25611695734799
Ausar Thompson,8.886397536413305
Klay Thompson,16.689318383392916
Tristan Thompson,1.9886822570779015
JT Thor,4.475509890901619
Matisse Thybulle,6.285283410706809
Xavier Tillman Sr.,5.767014604212025
Jacob Toppin,1.6540282113536753
Obi Toppin,10.164568238366776
Juan Toscano-Anderson,0.6286466117889589
Karl-Anthony Towns,20.095735379021708
Gary Trent Jr.,13.86152956637691
Oscar Tshiebwe,3.5372575009613145
P.J. Tucker,-0.34015850464816655
Myles Turner,17.193305136363662
Hunter Tyson,2.28831969227067
Stanley Umude,4.820887079224422
Jonas Valančiūnas,12.003574072234871
Jarred Vanderbilt,4.692369757842672
Fred VanVleet,14.45511126674881
Devin Vassell,19.33370504804064
Sasha Vezenkov,5.126704062139535
Gabe Vincent,1.5077527494820435
Nikola Vučević,16.53418326528627
Tristan Vukcevic,7.5110663163980504
Dean Wade,5.412152917137648
Franz Wagner,19.931955553768166
Moritz Wagner,10.228557877278377
Ish Wainright,2.3500980529844275
Jabari Walker,8.94186825070976
Jarace Walker,4.503728121921045
Lonnie Walker IV,9.931385496964252
Cason Wallace,7.6653979538179815
Jordan Walsh,2.353002021183923
T.J. Warren,2.8323393252744555
P.J. Washington,12.770171124449393
TyTy Washington Jr.,2.8974300058053406
Yuta Watanabe,3.138284508839783
Lindy Waters III,3.700405425509288
Trendon Watford,7.243054783418694
Peyton Watson,7.820059204340626
Victor Wembanyama,23.447005013216824
Blake Wesley,4.801610589391164
Russell Westbrook,9.214378757771515
Coby White,17.892605685133795
Derrick White,13.478073000419187
Jack White,2.2624743039046473
Cam Whitmore,12.558770369307405
Aaron Wiggins,7.334058823740991
Andrew Wiggins,12.720727612173118
Lindell Wigginton,2.6107428914697817
Alondes Williams,1.805787525608261
Brandon Williams,3.774316386127534
Grant Williams,8.992726817663849
Jalen Williams,18.651518231028486
Jaylin Williams,5.101395143356421
Jeenathan Williams,3.3234197894127826
Kenrich Williams,4.40619065310146
Malik Williams,2.03985082006057
Mark Williams,9.510428860761674
Patrick Williams,9.520013105837172
Robert Williams,5.089970916630761
Vince Williams Jr.,8.662087406752358
Ziaire Williams,8.534184484680218
Zion Williamson,21.859431426328122
D.J. Wilson,3.7991989775564834
Jalen Wilson,4.754117232438042
Dylan Windler,2.3583126429927965
James Wiseman,6.736790609904473
Isaiah Wong,3.3889628378471732
Christian Wood,6.583206776346586
Delon Wright,4.1501605588863155
Thaddeus Young,2.161155566355158
Trae Young,21.590554053468644
Omer Yurtseven,5.02314930565512
Cody Zeller,1.339386750765919
Ivica Zubac,10.933203379679842
